COUNTRY,Country,SEX,Gender,EDUCATION_FIELD,Field,MOBILITY,International mobility,EDUCATION_LEV,Education level,YEAR,Year,Value,Flag Codes,Flags
LUX,Luxembourg,M,Male,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,206.333,,
LUX,Luxembourg,M,Male,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,83.333,,
LUX,Luxembourg,F,Female,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,1,,
LUX,Luxembourg,M,Male,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,15.333,,
LUX,Luxembourg,F,Female,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,30,,
LUX,Luxembourg,M,Male,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,67,,
LUX,Luxembourg,F,Female,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,29,,
LUX,Luxembourg,F,Female,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,1,,
LUX,Luxembourg,M,Male,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,84,,
LUX,Luxembourg,F,Female,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
LUX,Luxembourg,F,Female,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
LUX,Luxembourg,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,60,,
LUX,Luxembourg,F,Female,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,17,,
LUX,Luxembourg,F,Female,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,1,,
LUX,Luxembourg,M,Male,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,5,,
LUX,Luxembourg,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,50,,
LUX,Luxembourg,F,Female,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,40,,
LUX,Luxembourg,M,Male,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,103,,
LUX,Luxembourg,M,Male,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,6,,
LUX,Luxembourg,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,24,,
LUX,Luxembourg,M,Male,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,77,,
LUX,Luxembourg,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
LUX,Luxembourg,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
LUX,Luxembourg,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,0,,
LUX,Luxembourg,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,0,,
LUX,Luxembourg,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,0,,
LUX,Luxembourg,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,0,,
LUX,Luxembourg,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,0,,
LUX,Luxembourg,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,0,,
LUX,Luxembourg,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,73,,
LUX,Luxembourg,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,120,,
LUX,Luxembourg,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
LUX,Luxembourg,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
LUX,Luxembourg,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
LUX,Luxembourg,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
LUX,Luxembourg,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
LUX,Luxembourg,M,Male,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,29,,
LUX,Luxembourg,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,8,,
LUX,Luxembourg,M,Male,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
LUX,Luxembourg,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
LUX,Luxembourg,M,Male,F10,Services,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
LUX,Luxembourg,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
LUX,Luxembourg,F,Female,F10,Services,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,0,,
LUX,Luxembourg,M,Male,F10,Services,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,0,,
LUX,Luxembourg,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,0,,
LUX,Luxembourg,F,Female,F10,Services,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,5,,
LUX,Luxembourg,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,5,,
LUX,Luxembourg,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,0,,
LUX,Luxembourg,M,Male,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,0,,
LUX,Luxembourg,F,Female,F10,Services,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
LUX,Luxembourg,M,Male,F10,Services,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
LUX,Luxembourg,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
LUX,Luxembourg,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
MEX,Mexico,F,Female,F01,Education,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,148,,
MEX,Mexico,M,Male,F01,Education,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,34,,
MEX,Mexico,F,Female,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F01,Education,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,73246,,
MEX,Mexico,F,Female,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F01,Education,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,46652,,
MEX,Mexico,M,Male,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F01,Education,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,5042,,
MEX,Mexico,M,Male,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F02,Arts and humanities,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,2128,,
MEX,Mexico,F,Female,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F02,Arts and humanities,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,72723,,
MEX,Mexico,M,Male,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F02,Arts and humanities,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,3135,,
MEX,Mexico,F,Female,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F02,Arts and humanities,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,1230,,
MEX,Mexico,M,Male,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F03,"Social sciences, journalism and information",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,470,,
MEX,Mexico,M,Male,F03,"Social sciences, journalism and information",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,308,,
MEX,Mexico,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F03,"Social sciences, journalism and information",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,2708,,
MEX,Mexico,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F04,"Business, administration and law",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,18297,,
MEX,Mexico,M,Male,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F04,"Business, administration and law",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,742506,,
MEX,Mexico,M,Male,F04,"Business, administration and law",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,609545,,
MEX,Mexico,M,Male,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F04,"Business, administration and law",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,66994,,
MEX,Mexico,F,Female,F04,"Business, administration and law",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F04,"Business, administration and law",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F04,"Business, administration and law",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,3838,,
MEX,Mexico,M,Male,F04,"Business, administration and law",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,4989,,
MEX,Mexico,M,Male,F04,"Business, administration and law",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,1622,,
MEX,Mexico,M,Male,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,1453,,
MEX,Mexico,F,Female,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,59174,,
MEX,Mexico,M,Male,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,59511,,
MEX,Mexico,F,Female,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,4593,,
MEX,Mexico,M,Male,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,5434,,
MEX,Mexico,F,Female,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,3667,,
MEX,Mexico,F,Female,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,5178,,
MEX,Mexico,M,Male,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,13215,,
MEX,Mexico,F,Female,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,56190,,
MEX,Mexico,M,Male,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,184518,,
MEX,Mexico,F,Female,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,1788,,
MEX,Mexico,M,Male,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,5250,,
MEX,Mexico,M,Male,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,522,,
MEX,Mexico,F,Female,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,15097,,
MEX,Mexico,M,Male,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,54066,,
MEX,Mexico,F,Female,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,4512,,
MEX,Mexico,M,Male,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,9330,,
MEX,Mexico,F,Female,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,1570,,
MEX,Mexico,M,Male,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,3017,,
MEX,Mexico,F,Female,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,2725,,
MEX,Mexico,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,41232,,
MEX,Mexico,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,15912,,
MEX,Mexico,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,525,,
MEX,Mexico,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F09,Health and welfare,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,4062,,
MEX,Mexico,F,Female,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F09,Health and welfare,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,165049,,
MEX,Mexico,M,Male,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,o,Missing value
MEX,Mexico,M,Male,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
MEX,Mexico,F,Female,F10,Services,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,55595,,
MEX,Mexico,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,F,Female,F10,Services,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,1086,,
MEX,Mexico,M,Male,F10,Services,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,1718,,
MEX,Mexico,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,k,Data included in another category
MEX,Mexico,M,Male,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
