"Country","Indicator","Sex","Age Group","Time","Unit","PowerCode","Reference Period","Value","Flags"
"Brazil","Unemployment rate, by sex and age group","Men","25-54","2017","Percentage","Units",,8.3,
"Brazil","Unemployment rate, by sex and age group","Women","25-54","2017","Percentage","Units",,11.6,
"Chile","Unemployment rate, by sex and age group","Men","25-54","2017","Percentage","Units",,5.9,
"Chile","Unemployment rate, by sex and age group","Women","25-54","2017","Percentage","Units",,6.7,
"Colombia","Unemployment rate, by sex and age group","Men","25-54","2017","Percentage","Units",,5.8,
"Colombia","Unemployment rate, by sex and age group","Women","25-54","2017","Percentage","Units",,10.8,
"Costa Rica","Unemployment rate, by sex and age group","Men","25-54","2017","Percentage","Units",,5.5,
"Costa Rica","Unemployment rate, by sex and age group","Women","25-54","2017","Percentage","Units",,9.6,
"Estonia","Unemployment rate, by sex and age group","Men","25-54","2017","Percentage","Units",,5.2,
"Estonia","Unemployment rate, by sex and age group","Women","25-54","2017","Percentage","Units",,5.3,
"Indonesia","Unemployment rate, by sex and age group","Men","25-54","2017","Percentage","Units",,3.3,
"Indonesia","Unemployment rate, by sex and age group","Women","25-54","2017","Percentage","Units",,3.2,
"Israel","Unemployment rate, by sex and age group","Men","25-54","2017","Percentage","Units",,3.7,
"Israel","Unemployment rate, by sex and age group","Women","25-54","2017","Percentage","Units",,3.8,
"Latvia","Unemployment rate, by sex and age group","Men","25-54","2017","Percentage","Units",,9,
"Latvia","Unemployment rate, by sex and age group","Women","25-54","2017","Percentage","Units",,7.5,
"Lithuania","Unemployment rate, by sex and age group","Men","25-54","2017","Percentage","Units",,8.1,
"Lithuania","Unemployment rate, by sex and age group","Women","25-54","2017","Percentage","Units",,5.1,
"Russia","Unemployment rate, by sex and age group","Men","25-54","2017","Percentage","Units",,4.5,
"Russia","Unemployment rate, by sex and age group","Women","25-54","2017","Percentage","Units",,4.4,
"Slovenia","Unemployment rate, by sex and age group","Men","25-54","2017","Percentage","Units",,5.2,
"Slovenia","Unemployment rate, by sex and age group","Women","25-54","2017","Percentage","Units",,7.5,
"South Africa","Unemployment rate, by sex and age group","Men","25-54","2017","Percentage","Units",,23.5,
"South Africa","Unemployment rate, by sex and age group","Women","25-54","2017","Percentage","Units",,27.1,
"Australia","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,4.4,
"Australia","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,3.7,
"Austria","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,4.6,
"Austria","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,3.7,
"Belgium","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,5.3,
"Belgium","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,6.5,
"Canada","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,6.3,
"Canada","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,5.4,
"Czech Republic","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,2,
"Czech Republic","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,2.9,
"Denmark","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,3.2,
"Denmark","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,3.1,
"Finland","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,8.7,
"Finland","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,7,
"France","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,7.3,
"France","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,5.7,
"Germany","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,3.7,
"Germany","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,3.1,
"Greece","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,17.2,
"Greece","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,19.7,
"Hungary","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,3,
"Hungary","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,4.3,
"Iceland","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,2.3,
"Iceland","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,1.8,
"Ireland","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,5.9,
"Ireland","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,4.5,
"Italy","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,6.3,
"Italy","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,5,
"Japan","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,2.8,
"Japan","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,2.2,
"Korea","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,2.8,
"Korea","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,1.9,
"Luxembourg","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,3.1,
"Luxembourg","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,3.5,
"Mexico","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,2.3,
"Mexico","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,1.2,
"Netherlands","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,5.3,
"Netherlands","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,5.8,
"New Zealand","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,2.9,
"New Zealand","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,2.8,
"Norway","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,2.5,
"Norway","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,0.9,
"Poland","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,4.1,
"Poland","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,3.1,
"Portugal","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,9,
"Portugal","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,8.1,
"Slovak Republic","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,5.6,
"Slovak Republic","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,6.4,
"Spain","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,14.8,
"Spain","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,15.9,
"Sweden","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,5.7,
"Sweden","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,4.3,
"Switzerland","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,4.2,
"Switzerland","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,3.3,
"Turkey","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,7.7,
"Turkey","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,3.1,
"United Kingdom","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,4,
"United Kingdom","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,3,
"United States","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,3.1,
"United States","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,3.1,
"Brazil","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,6.5,
"Brazil","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,5.1,
"Chile","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,4,
"Chile","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,3.9,
"Colombia","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,5.5,
"Colombia","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,5.4,
"Costa Rica","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,4.7,
"Costa Rica","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,2,
"Estonia","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,7.5,
"Estonia","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,4.3,
"Indonesia","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,2.2,
"Indonesia","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,1.8,
"Israel","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,3.8,
"Israel","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,3,
"Latvia","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,9.7,
"Latvia","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,7.1,
"Lithuania","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,8.4,
"Lithuania","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,6.4,
"Russia","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,4.4,
"Russia","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,3.2,
"Slovenia","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,7.3,
"Slovenia","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,5.3,
"South Africa","Unemployment rate, by sex and age group","Men","55-64","2017","Percentage","Units",,10.4,
"South Africa","Unemployment rate, by sex and age group","Women","55-64","2017","Percentage","Units",,8.3,
"Australia","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,5.3,
"Australia","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,5.3,
"Austria","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,5,
"Austria","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,4.7,
"Belgium","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,6.3,
"Belgium","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,5.6,
"Canada","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,6.2,
"Canada","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,5.6,
"Czech Republic","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,1.8,
"Czech Republic","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,2.8,
"Denmark","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,4.6,
"Denmark","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,5.1,
"Finland","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,7.3,
"Finland","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,7.3,
"France","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,9,
"France","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,9.1,
"Germany","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,3.8,
"Germany","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,2.9,
"Greece","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,15.4,
"Greece","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,24.2,
"Hungary","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,3.5,
"Hungary","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,4,
"Iceland","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,3.2,
"Iceland","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,3,
"Ireland","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,5.7,
"Ireland","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,5.2,
"Italy","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,9.7,
"Italy","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,11.8,
"Japan","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,2.6,
"Japan","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,2.3,
"Korea","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,3.9,
"Korea","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,3.7,
"Luxembourg","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,5.3,
"Luxembourg","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,5.9,
"Mexico","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,3.2,
"Mexico","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,3.4,
"Netherlands","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,3.7,
"Netherlands","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,4,
"New Zealand","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,4.2,
"New Zealand","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,4.5,
"Norway","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,4,
"Norway","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,3.5,
"Poland","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,3.8,
"Poland","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,3.8,
"Portugal","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,6.6,
"Portugal","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,7.4,
"Slovak Republic","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,6.1,
"Slovak Republic","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,7,
"Spain","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,13.7,
"Spain","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,17,
"Sweden","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,6.4,
"Sweden","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,6.2,
"Switzerland","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,4.4,
"Switzerland","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,5.1,
"Turkey","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,9.5,
"Turkey","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,13.9,
"United Kingdom","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,4.2,
"United Kingdom","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,4.1,
"United States","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,3.9,
"United States","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,3.8,
"Brazil","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,10.5,
"Brazil","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,13.8,
"Chile","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,6.4,
"Chile","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,7.7,
"Colombia","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,7.5,
"Colombia","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,12.7,
"Costa Rica","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,8.4,
"Costa Rica","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,13.2,
"Estonia","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,5.4,
"Estonia","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,5.3,
"India","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,8.7,
"India","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,9,
"Israel","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,4,
"Israel","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,4,
"Latvia","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,8.4,
"Latvia","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,6.4,
"Lithuania","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,6.9,
"Lithuania","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,5.4,
"Russia","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,4.9,
"Russia","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,4.7,
"Slovenia","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,4.6,
"Slovenia","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,5.7,
"South Africa","Unemployment rate, by sex and age group","Men","Total","2018","Percentage","Units",,25.1,
"South Africa","Unemployment rate, by sex and age group","Women","Total","2018","Percentage","Units",,29,
"Australia","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,12.8,
"Australia","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,10.7,
"Austria","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,9.4,
"Austria","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,9.4,
"Belgium","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,16.2,
"Belgium","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,15.3,
"Canada","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,12.2,
"Canada","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,9.4,
"Czech Republic","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,6.4,
"Czech Republic","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,7.2,
"Denmark","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,11.8,
"Denmark","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,9.2,
"Finland","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,15.6,
"Finland","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,16.7,
"France","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,21.4,
"France","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,20,
"Germany","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,7.1,
"Germany","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,5.1,
"Greece","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,36.4,
"Greece","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,43.9,
"Hungary","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,9.8,
"Hungary","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,10.7,
"Iceland","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,7.1,
"Iceland","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,6.8,
"Ireland","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,14.8,
"Ireland","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,12.6,
"Italy","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,30.4,
"Italy","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,34.8,
"Japan","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,4.1,
"Japan","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,3.5,
"Korea","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,11.1,
"Korea","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,10.2,
"Luxembourg","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,16.3,
"Luxembourg","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,11.9,
"Mexico","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,6.5,
"Mexico","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,7.7,
"Netherlands","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,7.7,
"Netherlands","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,6.6,
"New Zealand","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,12.6,
"New Zealand","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,11,
"Norway","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,10.7,
"Norway","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,8.6,
"Poland","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,11.5,
"Poland","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,12.1,
"Portugal","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,19.9,
"Portugal","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,20.9,
"Slovak Republic","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,14.3,
"Slovak Republic","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,16.1,
"Spain","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,35.2,
"Spain","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,33.3,
"Sweden","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,18.5,
"Sweden","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,16.3,
"Switzerland","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,8.4,
"Switzerland","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,7.5,
"Turkey","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,17.6,
"Turkey","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,25.3,
"United Kingdom","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,12.5,
"United Kingdom","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,10.8,
"United States","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,9.5,
"United States","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,7.7,
"Brazil","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,24.7,
"Brazil","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,31.3,
"Chile","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,16.1,
"Chile","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,19.7,
"Colombia","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,15.4,
"Colombia","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,25.6,
"Costa Rica","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,22.2,
"Costa Rica","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,34.7,
"Estonia","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,11.7,
"Estonia","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,11.4,
"India","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,28.4,
"India","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,28.6,
"Israel","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,6.9,
"Israel","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,7.4,
"Latvia","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,12.5,
"Latvia","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,11.8,
"Lithuania","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,12,
"Lithuania","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,10.1,
"Russia","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,15.9,
"Russia","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,17.5,
"Slovenia","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,8.3,
"Slovenia","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,9.6,
"South Africa","Unemployment rate, by sex and age group","Men","15-24","2018","Percentage","Units",,49.1,
"South Africa","Unemployment rate, by sex and age group","Women","15-24","2018","Percentage","Units",,58.7,
"Australia","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,5.5,
"Australia","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,5.5,
"Austria","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,5.1,
"Austria","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,4.7,
"Belgium","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,6.3,
"Belgium","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,5.6,
"Canada","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,6.2,
"Canada","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,5.7,
"Czech Republic","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,1.8,
"Czech Republic","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,2.8,
"Denmark","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,4.8,
"Denmark","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,5.2,
"Finland","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,7.5,
"Finland","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,7.4,
"France","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,9.1,
"France","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,9.2,
"Germany","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,3.9,
"Germany","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,3,
"Greece","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,15.5,
"Greece","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,24.4,
"Hungary","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,3.5,
"Hungary","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,4,
"Iceland","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,3.3,
"Iceland","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,3,
"Ireland","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,5.9,
"Ireland","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,5.3,
"Italy","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,10,
"Italy","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,11.9,
"Japan","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,2.7,
"Japan","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,2.4,
"Korea","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,4,
"Korea","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,3.8,
"Luxembourg","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,5.4,
"Luxembourg","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,5.9,
"Mexico","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,3.3,
"Mexico","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,3.6,
"Netherlands","Unemployment rate, by sex and age group","Men","15-64","2018","Percentage","Units",,3.7,
"Netherlands","Unemployment rate, by sex and age group","Women","15-64","2018","Percentage","Units",,4,
